id,loss
250000,8.404809248111508
250001,5.089919724699463
250002,9.087592196497924
250003,8.006302906878414
250004,6.849235828047435
250005,8.760277733595993
250006,9.246434438015955
250007,6.66740866020662
250008,7.49429063385099
250009,8.390660508843741
250010,4.968319727179175
250011,7.189060353678828
250012,6.004467778682264
250013,6.457769058908668
250014,10.46961492117869
250015,3.624117838644601
250016,6.718991529032877
250017,7.404341424366216
250018,5.218044879752659
250019,5.778538565927756
250020,7.792343558514116
250021,8.289875321579341
250022,7.475748772425875
250023,8.242877686423174
250024,5.058208820908024
250025,7.059528458044171
250026,8.758865134905394
250027,5.167998806061565
250028,7.421042901862109
250029,7.072405730392162
250030,6.996979295754922
250031,6.636937077654006
250032,5.505010485429323
250033,4.73146430458525
250034,7.968583276945981
250035,8.418999161683464
250036,6.162723280956342
250037,8.83579015072998
250038,5.318762495469246
250039,6.1463759923002925
250040,8.280299690342332
250041,5.856591879063267
250042,7.378622546497073
250043,8.723621332285035
250044,4.772217364494429
250045,7.58022006566167
250046,7.075342557002992
250047,6.3444963412909114
250048,8.854405443103087
250049,5.323312254795627
250050,6.6646587443854965
250051,9.385706871620936
250052,9.020962260340859
250053,7.309287301058715
250054,4.815146588530705
250055,6.547374858692461
250056,6.25944450109458
250057,8.753388632794074
250058,8.019638014221321
250059,6.612674597546015
250060,6.3070490963343016
250061,6.618125847489125
250062,6.27782365017134
250063,6.846466883100122
250064,5.8406453568430585
250065,5.0025148648266615
250066,5.257392636215931
250067,4.369483407343582
250068,6.45943846018552
250069,3.9066314519551493
250070,6.0711965700043615
250071,5.86706158790842
250072,8.45575994643377
250073,5.721170180670882
250074,7.397725218331371
250075,4.797204739083095
250076,7.1833992376719795
250077,3.5672368179685354
250078,5.180639719501364
250079,5.43637359726689
250080,5.808842310666764
250081,10.183665837758838
250082,10.630582616186185
250083,7.192761464474352
250084,6.481615407513523
250085,8.875663290835428
250086,7.03117839631669
250087,6.350316192941786
250088,4.3325971867818
250089,8.800304144722253
250090,6.523793936198456
250091,6.827682733721867
250092,7.564473638604548
250093,7.647225491520667
250094,7.65859821554289
250095,5.938936363774371
250096,6.073318221438558
250097,9.049279430998485
250098,5.787569599152128
250099,5.117060198458853
250100,5.805976467701682
250101,7.322266906445941
250102,6.400465385734561
250103,5.547451049822124
250104,7.109821210394358
250105,7.189837391678817
250106,4.690820095905
250107,7.578392914514113
250108,5.758871625541003
250109,7.563738985676389
250110,7.314301100600898
250111,6.215382986707839
250112,6.5341286490423105
250113,6.470899549140189
250114,7.046964147457281
250115,6.661907067887444
250116,5.553229753769555
250117,9.98327984975086
250118,10.249766946066963
250119,5.3470839821482254
250120,10.340396015662044
250121,7.637964693497395
250122,5.5368681539272435
250123,6.254336860157114
250124,7.270838980309312
250125,8.280712758292632
250126,5.49461761651
250127,5.768848185914999
250128,4.925059045225966
250129,6.233953883525254
250130,5.266082119623938
250131,8.23081672735106
250132,4.662679156306957
250133,6.450516581566587
250134,4.900478070805505
250135,7.617137394143986
250136,7.6437255694226085
250137,6.462360908018201
250138,7.4529619141768855
250139,3.391971410613615
250140,6.636351681069424
250141,6.531845939306023
250142,8.8044715446214
250143,6.221274385271118
250144,5.954967627472128
250145,8.093399627093861
250146,7.06563505873147
250147,7.292841022650306
250148,8.092571557675818
250149,7.450296141405732
250150,5.630812046657287
250151,6.42722950724833
250152,9.220382460660673
250153,6.9071060581524595
250154,5.018280985144994
250155,6.898984857278604
250156,6.45194125024357
250157,6.890372899527158
250158,7.766736448218353
250159,4.1793498859408285
250160,8.94427373382975
250161,5.157541927594247
250162,5.684101217235304
250163,5.042880909935986
250164,5.639020433232526
250165,7.839985153994568
250166,5.599561698145166
250167,6.1890994064343285
250168,4.383887792102778
250169,6.9926655851429596
250170,6.338156399614215
250171,5.859854059637783
250172,5.798833451430113
250173,5.922039094781018
250174,7.114552410594064
250175,5.241567778060006
250176,6.509721178853304
250177,6.7245090156628535
250178,5.855247715394613
250179,7.451682070641973
250180,5.461837205016085
250181,4.328675368106772
250182,7.254259903253118
250183,7.986828753491139
250184,6.241062419676491
250185,6.468783504435642
250186,8.530862901481083
250187,5.717973549167362
250188,6.064427206066933
250189,7.0754729723056915
250190,8.227643830199344
250191,6.577279382237609
250192,8.461499061204456
250193,7.768216235044563
250194,7.670772494521712
250195,10.25275498110284
250196,6.4031096589115055
250197,4.8551738067902175
250198,5.031716292677946
250199,10.185406923208385
250200,7.348163568881871
250201,5.905851070787917
250202,8.862638715500342
250203,6.785281218262622
250204,10.181098122272019
250205,4.080438144971184
250206,5.935026916889312
250207,6.146475836153232
250208,10.074526378890502
250209,9.464195189623757
250210,6.626763358353612
250211,7.882964008173628
250212,8.32330701132572
250213,6.981742740174327
250214,5.60577949022575
250215,4.423043275044568
250216,6.5928315165034554
250217,4.445495496153446
250218,7.611598452443404
250219,5.89500204720221
250220,6.915545244602218
250221,6.086596662768621
250222,6.003785268953904
250223,7.9437182152644255
250224,4.6000658177738725
250225,5.729187868989857
250226,7.020444639846225
250227,3.599130013797052
250228,7.119902997234329
250229,5.579291799136098
250230,7.214785832490977
250231,4.716479391144311
250232,7.654818089906858
250233,6.343476233467738
250234,7.481043361071508
250235,7.144415241019688
250236,4.189131705518419
250237,4.940030826347876
250238,6.957830189153085
250239,5.342251732300692
250240,7.7178071428612895
250241,10.478047299120238
250242,8.22611624387707
250243,9.292780137897477
250244,6.141420752125846
250245,7.061793930174282
250246,5.437782225319957
250247,8.785403787141703
250248,6.496877457531133
250249,5.977041290204736
250250,7.198024225454286
250251,8.411915374996862
250252,6.006148822878629
250253,6.648592448149702
250254,6.484834202040079
250255,7.932332870961418
250256,4.166095467198641
250257,7.141522006307223
250258,5.519180275568999
250259,7.563475967471226
250260,8.201622869682451
250261,10.000544637305538
250262,6.1265376002709715
250263,4.3098560912671635
250264,7.257353756045065
250265,7.890052141561964
250266,8.520643604916454
250267,9.37504145545196
250268,6.906179657825115
250269,5.305532458227625
250270,5.649312222639262
250271,6.707867336999525
250272,7.296770476900108
250273,5.853663920689527
250274,7.482364187605674
250275,7.289142904611437
250276,7.477158298186871
250277,5.8561108693328965
250278,4.8714048886634576
250279,6.350946806498493
250280,4.780531407902289
250281,8.10253714192746
250282,5.75778689979655
250283,7.643468593985867
250284,8.473429837249501
250285,7.784099308050027
250286,4.0350113738695566
250287,5.701982195859069
250288,6.645335868232742
250289,7.9065986998775495
250290,5.673063680448256
250291,4.660912652346344
250292,7.218793611815183
250293,6.499829049499574
250294,10.630904999986027
250295,5.769206895838756
250296,7.407633895614674
250297,4.170480733890981
250298,6.132824860194107
250299,8.209281544865046
250300,5.723329840567597
250301,6.031537260195963
250302,4.620300942405793
250303,7.369312514126938
250304,7.399894558762036
250305,4.870973741718418
250306,11.027507953218883
250307,6.411822837641779
250308,4.984355651348795
250309,4.948270056532213
250310,7.3662524403953125
250311,7.6283815030292494
250312,6.413735468876817
250313,3.6482544207526457
250314,7.248056649990874
250315,7.834800111855453
250316,6.903368007991331
250317,7.493300065093574
250318,5.86998070123725
250319,4.994711581503929
250320,8.563245158568156
250321,6.669756711226223
250322,7.823816510842953
250323,7.963076438937366
250324,6.132188698402739
250325,6.328403549062985
250326,5.662887310733337
250327,6.376461559338355
250328,9.1853959732566
250329,5.433535858291298
250330,5.627174311911675
250331,5.588590517068558
250332,7.854588819008978
250333,6.370780970287887
250334,6.195880679645459
250335,9.075852281613543
250336,7.408566330775969
250337,6.530159765755982
250338,4.235137584569401
250339,6.111304362518512
250340,9.064259511902097
250341,7.862275659482797
250342,7.04386157628122
250343,6.607510169335445
250344,6.636801104363235
250345,7.779584776159292
250346,6.18473535106219
250347,4.671117001969696
250348,4.709880927355645
250349,6.829911459644096
250350,5.058880419999092
250351,5.833320840744675
250352,7.88082291315305
250353,8.073786188190134
250354,5.873874848549367
250355,7.87248187577647
250356,4.233634231613692
250357,6.914982129919393
250358,7.136463596667635
250359,4.882638940356767
250360,5.040097248986438
250361,4.8431002815167545
250362,6.728827060297926
250363,7.699775201228931
250364,7.749693438232915
250365,6.599167004544917
250366,7.161125264087194
250367,6.568036578386912
250368,8.084456481838778
250369,5.818495835138293
250370,5.8413566477533845
250371,9.64889083322931
250372,9.740960767937981
250373,6.758325221033289
250374,4.995717078819187
250375,6.443363940796761
250376,7.300780692682251
250377,9.362610231155795
250378,7.735439574130147
250379,5.739519740451092
250380,7.730195964944375
250381,8.519423953933831
250382,5.237966891970197
250383,5.229371100407535
250384,10.337359613777295
250385,6.202827670527025
250386,6.257628614318794
250387,7.618623810339079
250388,4.679836441773729
250389,5.0065821055318445
250390,5.686754590616194
250391,4.981840236917448
250392,4.608176709003397
250393,6.465026129135366
